head,Kopf,266844
called,namens,264588
used,gebraucht,263566
idea,Idee,263097
knew,wusste,262988
hold,halt,262367
happy,glücklich,262141
door,Tür,261118
such,eine solche,261104
fuck,Scheiße,260121
brother,Bruder,259877
also,ebenfalls,259803
pretty,ziemlich,259500
bit,bisschen,258929
took,dauerte,258808
haven,Oase,258463
yet,noch,257947
men,Männer,257319
whole,ganze,257109
start,Start,256417
use,verwenden,256079
while,während,255970
since,schon seit,254427
wife,Ehefrau,254038
days,Tage,253171
guess,vermuten,250320
tomorrow,Morgen,248729
matter,Angelegenheit,247812
meet,Treffen,247466
bring,bringen,247343
tonight,heute Abend,246514
everyone,jeder,246032
run,Lauf,244200
wanna,wollen,243109
hard,schwer,242871
ah,Ah,242456
alone,allein,240475
myself,mich selber,240460
school,Schule,240176
gone,Weg,240082
um,Äh,238853
end,Ende,237387
saying,Sprichwort,236600
phone,Telefon,235246
play,abspielen,233865
looks,sieht aus,233814
couldn,couldn,233368
fucking,Ficken,232845
problem,Problem,232325
few,wenige,231375
friends,Freunde,230464
gotta,muss,230351
ago,vor,229751
open,öffnen,229669
anyone,jemand,228332
killed,getötet,228297
hope,Hoffnung,226993
face,Gesicht,225482
until,bis um,225171
lost,hat verloren,222398
police,Polizei,221380
excuse,Entschuldigung,219855
turn,Wende,218563
business,Geschäft,215855
case,Fall,215274
wants,will,215149
says,sagt,215090
TRUE,WAHR,214773
die,sterben,214062
heart,Herz,213914
soon,demnächst,213279
each,jeder,211943
worry,Sorge,211329
later,später,208878
year,Jahr,208705
watch,Uhr,207949
music,Musik-,207205
hand,Hand,206247
having,mit,206106
probably,wahrscheinlich,202736
beautiful,schön,200811
doctor,Arzt,198424
sit,sitzen,198149
eat,Essen,197654
thinking,Denken,195875
young,jung,194810
second,zweite,193687
working,Arbeiten,193172
water,Wasser,193014
person,Person,192652
part,Teil,192248
kids,Kinder,192050
late,spät,191989
stuff,Zeug,190629
exactly,genau,189513
under,unter,189347
death,Tod,189000
minute,Minute,188958
pay,Zahlen,188822
crazy,verrückt,188767
forget,vergessen,188628
everybody,jeder,188532
kid,Kind,187858
change,Veränderung,186962
gave,gegeben,186445
happen,geschehen,186041
damn,Verdammt,184228
five,fünf,183626
drink,trinken,182580
far,weit,182287
knows,weiß,181663
its,es ist,180594
whatever,wie auch immer,180082
eyes,Augen,179260
shut,geschlossen,178378
aren,aren,178286
hit,schlagen,177770
taking,Mitnahmen,177667
easy,einfach,177337
times,mal,176522
check,prüfen,176507
hands,Hände,176291
minutes,Protokoll,175091
deal,Deal,174929
different,anders,174657
means,meint,174311
point,Punkt,174205
inside,Innerhalb,174081
makes,macht,172281
asked,fragte,171740
somebody,jemanden,171596
mine,Bergwerk,170636
making,Herstellung,169037
body,Körper,168798
afraid,ängstlich,168774
sleep,Schlaf,168103
chance,Chance,167981
dear,sehr geehrter,167351
quite,ziemlich,166980
four,vier,166957
anyway,wie auch immer,166702
close,schließen,166677
ain,ain,166551
party,Party,166137
fun,Spaß,165693
against,gegen,165033
word,Wort,164938
comes,kommt,164503
important,wichtig,164386
set,einstellen,164165
shall,soll,164162
story,Geschichte,164040
number,Nummer,163259
daughter,Tochter,163071
least,am wenigsten,162905
waiting,warten,162571
hurt,verletzt,161421
wish,Wunsch,160204
moment,Moment,159995
fight,kämpfen,159911
week,Woche,159444
husband,Mann,159394
girls,Mädchen,159061
rest,sich ausruhen,158976
married,verheiratet,157817
fire,Feuer,157532
game,Spiel,157501
nobody,niemand,157014
mr,Herr,156641
children,Kinder,156181
side,Seite,155667
stand,Stand,155391
read,lesen,154667
though,obwohl,154479
cut,Schnitt,154407
started,gestartet,154345
sister,Schwester,154095
supposed,soll,153117
between,zwischen,152520
child,Kind,151864
goes,geht,151195
hours,Std,151156
speak,sprechen,150927
women,Frauen,150803
behind,hinter,148469
almost,fast,148405
truth,Wahrheit,148389
blood,Blut,147913
able,imstande,147205
lady,Dame,147121
anymore,nicht mehr,146903
playing,Spiel,146615
gets,wird,146064
shot,Schuss,144772
reason,Grund,144399
trouble,Ärger,143235
break,Unterbrechung,143107
war,Krieg,142825
city,Stadt,142573
walk,gehen,142055
town,"Stadt, Dorf",141835
trust,Vertrauen,141327
dr.,DR.,141231
met,getroffen,141208
office,Büro,141140
question,Frage,140970
brought,gebracht,140661
yours,deine,140553
welcome,herzlich willkommen,140327
high,hoch,140078
wow,Beeindruckend,139593
couple,Paar,138996
half,halb,138527
died,ist gestorben,138432
cool,cool,138139
free,kostenlos,137598
either,entweder,137448
seems,scheint,136699
power,Leistung,136611
whoa,whoa,136564
bye,Tschüss,136276
buy,Kaufen,136137
telling,telling,136109
honey,Honig,135631
tried,versucht,135401
front,Vorderseite,135341
team,Mannschaft,134358
answer,Antworten,134088
gun,Gewehr,133072
boys,Jungen,132594
line,Linie,132433
send,senden,131999
news,Nachrichten,131599
stupid,blöd,131497
bed,Bett,131445
hurry,Eile,130182
full,voll,129735
months,Monate,129732
save,sparen,129390
sometimes,manchmal,128779
become,werden,128716
along,entlang,128220
hate,Hass,128153
food,Lebensmittel,127657
outside,draußen,127251
light,Licht,126657
l,l,126518
needs,Bedürfnisse,126398
dog,Hund,125769
country,Land,125731
clear,klar,125730
order,Auftrag,125446
em,em,125033
fact,Tatsache,124995
lord,Herr,124880
captain,Kapitän,124874
six,sechs,124087
hot,heiß,123994
funny,lustig,123924
black,schwarz,123718
mrs.,Frau.,123530
alive,am Leben,122833
pick,pflücken,122698
feeling,Gefühl,122065
living,Leben,121552
cause,Ursache,121264
ahead,voraus,120295
lose,verlieren,118712
king,König,118230
plan,planen,118129
dinner,Abendessen,117970
sighs,Seufzer,117410
sort,Sortieren,117267
leaving,Verlassen,117050
shouldn,shouldn,117029
running,Laufen,116973
boss,Boss,116736
alright,in Ordung,116629
promise,versprechen,115908
taken,genommen,115236
safe,sicher,114104
ma,ma,114026
book,Buch,113963
sent,geschickt,113959
white,Weiß,112881
hour,Stunde,112782
anybody,irgendjemand,112582
small,klein,112316
perfect,perfekt,112229
cause,Ursache,112193
lives,lebt,110583
special,Besondere,110344
parents,Eltern,110206
s,s,110199
john,John,109966
himself,selbst,109748
perhaps,vielleicht,109240
sounds,Geräusche,109140
serious,ernst,108774
sick,krank,108596
company,Unternehmen,108073
ha,Ha,107974
scared,erschrocken,107906
uncle,Onkel,107826
poor,Arm,107444
red,rot,106589
past,Vergangenheit,106439
earth,Erde,106394
possible,möglich,106080
shoot,schießen,106067
touch,berühren,105846
sound,Klang,105298
top,oben,105282
ass,Arsch,105009
laughs,lacht,104913
cannot,kann nicht,103913
asking,fragen,102974
win,Sieg,102956
glad,froh,102848
control,Steuerung,102782
hmm,hmm,102607
human,Mensch,102595
drive,Fahrt,102436
hair,Haar,101852
jack,Jack,101666
bitch,Hündin,101302
luck,Glück,101228
murder,Mord,101133
happens,das passiert,100847
air,Luft,100137
ten,zehn,100133
daddy,Vati,100005
finally,schließlich,99904
chuckles,kichert,99607
fast,schnell,99084
cold,kalt,99032
seem,scheinen,98575
laughing,Lachen,98420
words,Wörter,98242
hospital,Krankenhaus,98076
street,Straße,98007
hang,aufhängen,97778
dance,tanzen,97339
meeting,Treffen,97328
till,bis,97044
others,Andere,96631
catch,Fang,96609
follow,Folgen,96529
sense,Sinn,96442
sex,Sex,96431
lie,Lüge,95930
evening,Abend,95321
master,Meister,95131
known,bekannt,95125
dream,Traum,95089
write,schreiben,94964
million,Million,94514
voice,Stimme,94104
sweet,Süss,94057
rather,lieber,94057
felt,fühlte,93826
sign,Zeichen,92512
lucky,Glücklich,92377
somewhere,irgendwo,92265
bet,Wette,91573
o,Ö,91243
jesus,Jesus,91143
longer,länger,91035
calling,Berufung,90868
worked,hat funktioniert,90771
quiet,ruhig,90552
looked,sah,90441
less,weniger,90011
pull,ziehen,89880
beat,schlagen,89787
careful,Vorsichtig,89667
coffee,Kaffee,89650
return,Rückkehr,89451
secret,Geheimnis,89236
weeks,Wochen,88925
weren,weren,88427
date,Datum,88407
seeing,Sehen,88192
fall,fallen,87762
given,gegeben,87738
ooh,Oh,87683
fault,Fehler,87420
straight,Gerade,87378
takes,nimmt,86959
song,Lied,86877
future,Zukunft,86832
gentlemen,Herren,86660
loved,liebte,86138
changed,geändert,86133
road,Straße,85751
calm,Ruhe,85638
wonderful,wunderbar,85617
mad,wütend,85366
turned,gedreht,85279
drop,fallen,85186
ladies,Damen,85029
learn,lernen,84936
step,Schritt,84882
absolutely,absolut,84856
early,früh,84836
explain,erklären,84368
clean,reinigen,84238
piece,Stück,84224
yesterday,gestern,83823
throw,werfen,83679
picture,Bild,83461
land,Land,83422
feet,Füße,83295
wonder,Wunder,82903
questions,Fragen,82887
speaking,Sprechen,82769
worth,wert,82559
darling,Liebling,82240
dude,Kumpel,82190
giving,Angabe,82085
president,Präsident,81980
eye,Auge,81953
quick,schnell,81548
moving,ziehen um,81193
figure,Zahl,81048
state,Zustand,80818
strong,stark,80501
sam,Sam,80423
none,keiner,80315
amazing,tolle,80267
ones,Einsen,79546
works,Werk,79323
act,Handlung,79020
needed,erforderlich,78920
weird,seltsam,78317
law,Recht,78264
worried,besorgt,78083
report,Bericht,77824
goodbye,Auf Wiedersehen,77514
missing,fehlt,77326
choice,Wahl,77197
happening,Ereignis,77052
chief,Chef,76951
wedding,Hochzeit,76940
strange,seltsam,76863
general,Allgemeines,76816
pain,Schmerzen,76799
am,Uhr,76751
kidding,Scherz,76744
decided,beschlossen,76683
ya,ya,76658
pass,bestehen,76635
tired,müde,76540
class,Klasse,76489
officer,Offizier,76015
kept,gehalten,75930
wake,aufwachen,75776
worse,schlechter,75595
busy,beschäftigt,75557
eh,eh,75178
mistake,Fehler,74957
kiss,Kuss,74790
court,Gericht,74580
building,Gebäude,74492
finish,Fertig,74299
during,während,74298
age,Alter,74262
ship,Schiff,74224
caught,gefangen,74060
marry,heiraten,73938
meant,gemeint,73929
sell,verkaufen,73802
dark,dunkel,73770
watching,Aufpassen,73700
system,System,73678
suppose,annehmen,73465
evidence,Beweis,73113
movie,Film,73070
ride,Reiten,73070
t,t,72881
completely,vollständig,72777
mouth,Mund,72733
totally,total,72478
birthday,Geburtstag,72140
tv,Fernseher,72054
forgive,verzeihen,71915
born,geboren,71906
imagine,vorstellen,71873
information,Information,71840
instead,stattdessen,71571
definitely,bestimmt,71524
security,Sicherheit,71503
certainly,bestimmt,71435
film,Film,71407
month,Monat,71163
lying,liegend,71098
unless,es sei denn,70979
train,Zug,70974
seven,Sieben,70968
wear,tragen,70955
clothes,Kleider,70929
michael,michael,70741
hotel,Hotel,70659
christmas,Weihnachten,70624
attack,Attacke,70583
hasn,hasn,70449
round,runden,70043
expect,erwarten von,69614
sing,singen,69575
terrible,furchtbar,69499
george,George,69441
bag,Tasche,69186
history,Geschichte,69119
blue,Blau,68839
near,in der Nähe von,68790
broke,Pleite,68629
station,Bahnhof,68571
seriously,Ernsthaft,68524
forever,für immer,68510
david,David,68505
frank,frank,68472
except,außer,68440
thinks,denkt,68354
message,Botschaft,68305
entire,ganz,68282
joe,joe,68244
table,Tabelle,67702
talked,gesprochen,67666
across,über,67595
rock,Felsen,67361
lovely,schön,67236
handle,Griff,67089
middle,Mitte,66734
buddy,Kumpel,66718
paid,bezahlt,66526
protect,schützen,66508
using,Verwendung,66503
floor,Fußboden,66456
ran,RAN,66177
swear,schwören,66157
spend,verbringen,66119
situation,Situation,66029
ring,Ring,66018
anywhere,irgendwo,65981
dangerous,gefährlich,65974
bill,Rechnung,65959
york,York,65880
army,Heer,65795
lead,führen,65756
bought,gekauft,65752
finished,fertig,65659
fair,Messe,65474
sun,Sonne,65448
letter,Brief,65448
fool,täuschen,65432
attention,Beachtung,65421
club,Verein,65275
simple,einfach,65090
interesting,interessant,65082
space,Raum,64991
test,Prüfung,64969
box,Box,64788
group,Gruppe,64761
single,Single,64614
sitting,Sitzung,64521
marriage,Ehe,64465
join,beitreten,64456
fear,Angst,64352
d,d,64304
peace,Frieden,64262
forgot,vergessen,64169
force,Macht,63737
short,kurz,63714
normal,normal,63676
charlie,Charlie,63672
present,Geschenk,63307
enjoy,genießen,63294
mike,Mike,63219
crime,Kriminalität,63084
horse,Pferd,62923
ground,Boden,62860
american,amerikanisch,62835
count,Anzahl,62763
area,Bereich,62755
charge,aufladen,62746
honor,Ehre,62722
lunch,Mittagessen,62582
miles,Meilen,62523
radio,Radio,62502
idiot,Dummkopf,62357
ball,Ball,62325
surprise,Überraschung,62170
paper,Papier-,62166
key,Schlüssel,62153
boat,Boot,62148
quickly,schnell,62072
gold,Gold,61935
bar,Bar,61927
fish,Fisch,61813
mark,Kennzeichen,61805
tom,tom,61785
wearing,tragen,61749
crying,Weinen,61698
accident,Unfall,61671
government,Regierung,61646
eight,acht,61400
fell,fiel,61371
cover,Startseite,61052
certain,sicher,61050
interested,interessiert,61029
deep,tief,60938
star,Star,60903
sea,Meer,60812
agree,zustimmen,60716
problems,Probleme,60633
detective,Detektiv,60633
prison,Gefängnis,60581
major,Haupt,60560
stick,Stock,60548
offer,Angebot,60444
difficult,schwierig,60404
smart,Clever,60397
personal,persönlich,60381
record,Aufzeichnung,60360
stopped,gestoppt,60200
hide,ausblenden,60133
whether,ob,59993
bank,Bank,59962
trip,Ausflug,59906
relax,entspannen,59715
america,Amerika,59703
public,Öffentlichkeit,59687
list,Liste,59557
afternoon,Nachmittag,59466
brain,Gehirn,59464
fix,Fix,59349
bastard,Bastard,59332
proud,stolz,59309
tea,Tee,59277
service,Bedienung,59277
screaming,schreiend,59151
forward,nach vorne,59064
angry,wütend,58748
park,Park,58713
soul,Seele,58677
fighting,Kampf,58657
peter,Peter,58654
rich,Reich,58651
agent,Agent,58608
blow,Schlag,58531
paul,paul,58529
dress,Kleid,58429
mary,Maria,58366
missed,verpasst,58324
scene,Szene,58017
killing,Tötung,57890
standing,Stehen,57866
saved,Gerettet,57667
mm,Millimeter,57659
respect,Respekt,57647
killer,Mörder,57555
ice,Eis,57545
mess,Chaos,57542
tough,zäh,57486
feels,fühlt sich,57388
church,Kirche,57254
sad,traurig,57179
cell,Zelle,57033
drunk,betrunken,56919
share,Aktie,56854
camera,Kamera,56757
mm-hmm,mm-HMM,56720
within,innerhalb,56709
card,Karte,56659
fly,Fliege,56595
ben,ben,56502
girlfriend,Freundin,56475
laugh,Lachen,56460
smell,Geruch,56399
broken,gebrochen,56391
mum,Mama,56281
honest,ehrlich,56234
often,häufig,55998
starting,beginnend,55979
calls,Anrufe,55940
y,y,55842
spent,verbraucht,55836
third,dritte,55750
english,Englisch,55677
visit,Besuch,55638
mama,Mutter,55372
judge,Richter,55336
window,Fenster,55285
hungry,hungrig,55259
dare,Wagen,55131
relationship,Beziehung,55128
moved,gerührt,55096
prove,beweisen,55079
private,Privat,54978
wall,Wand,54813
seat,Sitz,54615
i-i,i-i,54460
position,Position,54449
lieutenant,Leutnant,54321
realize,realisieren,54306
lt,lt,54305
especially,insbesondere,54148
machine,Maschine,54140
walking,Gehen,54115
art,Kunst,54096
pleasure,Vergnügen,54085
bloody,blutig,54026
college,Hochschule,53933
french,Französisch,53911
involved,beteiligt,53718
cry,Schrei,53674
became,wurden,53603
lived,lebte,53550
impossible,unmöglich,53527
obviously,offensichtlich,53527
neither,weder,53452
accept,akzeptieren,53291
boyfriend,Freund,53124
besides,Außerdem,53110
queen,Königin,53006
teacher,Lehrer,53004
cops,Cops,52981
sake,Sake,52827
loves,Liebe,52751
carry,tragen,52734
teach,lehren,52731
apartment,Wohnung,52714
upset,verärgert,52565
green,Grün,52557
la,la,52546
liked,gefallen,52485
cute,süß,52240
evil,böse,52175
professor,Professor,52026
contact,Kontakt,51750
joke,Scherz,51728
cop,Polizist,51701
huge,enorm,51581
holy,heilig,51499
store,Geschäft,51492
jail,Gefängnis,51429
likes,Likes,51334
lawyer,Anwalt,51332
doubt,Zweifel,51287
continue,fortsetzen,51279
appreciate,schätzen,51258
cat,Katze,51175
shop,Geschäft,50976
driving,Fahren,50866
congratulations,Herzliche Glückwünsche,50847
wrote,schrieb,50800
village,Dorf,50792
quit,Verlassen,50649
field,Feld,50617
james,James,50562
wine,Wein,50522
decision,Entscheidung,50446
south,Süd,50364
sleeping,Schlafen,50357
slow,schleppend,50276
laughter,Lachen,50196
island,Insel,50107
glass,Glas,50103
beginning,Anfang,50069
cash,Kasse,49976
dying,sterbend,49963
hundred,hundert,49823
whose,deren,49808
difference,Unterschied,49743
plane,Flugzeug,49704
push,drücken,49690
continues,geht weiter,49684
mmm,mmm,49655
singing,Singen,49144
eating,Essen,49119
north,Norden,49107
mrs,Frau,49087
tree,Baum,49017
madam,gnädige Frau,48931
gift,Geschenk,48891
truck,Lastwagen,48807
putting,Putten,48797
bear,Bär,48674
board,Tafel,48666
grab,greifen,48653
beer,Bier,48641
stuck,stecken,48497
magic,Magie,48484
support,Unterstützung,48351
rules,Regeln,48345
grunts,grunzt,48253
partner,Partner,48247
reach,erreichen,48221
wind,Wind,48063
colonel,Oberst,48036
max,max,47938
immediately,sofort,47938
seconds,Sekunden,47936
thousand,tausend,47934
gives,gibt,47900
experience,Erfahrung,47824
cheers,Prost,47819
victim,Opfer,47739
upon,auf,47699
computer,Computer,47672
christ,Christus,47650
planet,Planet,47564
promised,versprochen,47559
bus,Bus,47534
henry,Henry,47491
dirty,dreckig,47462
search,Suche,47439
staying,bleiben,47241
dreams,Träume,47210
arrest,Festnahme,46994
holding,Halte,46938
suddenly,plötzlich,46833
usually,meistens,46770
lots,viele,46570
shoes,Schuhe,46490
er,er,46383
jump,springen,46358
rid,loswerden,46242
yo,yo,46233
knock,klopfen,46228
owe,verdanken,46153
harry,harry,46028
grow,wachsen,46010
worst,am schlimmsten,45845
river,Fluss,45834
aunt,Tante,45834
patient,geduldig,45828
kitchen,Küche,45812
aah,aah,45774
fat,Fett,45737
passed,bestanden,45678
m,m,45657
final,Finale,45614
summer,Sommer-,45611
bob,Bob,45572
listening,Hören,45564
escape,Flucht,45553
everywhere,überall,45430
moon,Mond,45422
arms,Waffen,45390
turns,wendet sich,45374
address,Adresse,45332
ow,ow,45251
match,Spiel,45223
gasps,Keuchen,45214
grand,großartig,45183
yep,ja,45096
shh,shh,44939
nervous,nervös,44913
de,de,44903
choose,wählen,44853
themselves,sich,44832
decide,entscheiden,44806
mate,Kamerad,44782
drinking,Trinken,44770
press,Drücken Sie,44624
bother,Mühe,44619
foot,Fuß,44588
hadn,hadn,44545
blame,Schuld,44534
crap,Scheiße,44529
drugs,Drogen,44516
type,Art,44489
rings,Ringe,44331
mission,Mission,44289
named,genannt,44264
heaven,Himmel,44231
ii,ii,44152
picked,gepflückt,44114
paris,Paris,44110
race,Rennen,44089
risk,Risiko,44005
books,Bücher,43897
further,des Weiteren,43839
danny,danny,43801
action,Aktion,43798
allowed,dürfen,43797
orders,Aufträge,43786
learned,gelernt,43716
price,Preis,43671
arrived,ist eingetroffen,43640
nick,Kerbe,43636
otherwise,Andernfalls,43596
pictures,Bilder,43550
fit,passen,43502
smoke,Rauch,43421
favor,Gefallen,43370
played,gespielt,43357
notice,beachten,43315
awesome,genial,43298
smile,Lächeln,43295
director,Direktor,43294
guard,bewachen,43270
begin,Start,43130
spot,Stelle,43079
surprised,überrascht,43018
innocent,unschuldig,42962
narrator,Erzähler,42916
herself,Sie selber,42884
london,London,42880
feelings,Gefühle,42843
enemy,Feind,42799
battle,Schlacht,42785
ourselves,uns selbst,42731
alex,Alex,42710
dollars,Dollar,42705
allow,ermöglichen,42649
nine,neun,42538
gay,Fröhlich,42536
department,Abteilung,42487
guilty,schuldig,42459
apart,ein Teil,42417
earlier,vorhin,42407
duty,Pflicht,42329
jim,jim,42323
suit,passen,42315
bell,Glocke,42299
west,Westen,42219
legs,Beine,42152
hero,Held,42093
destroy,zerstören,42078
stage,Bühne,42074
bunch,Bündel,42064
according,gemäß,42026
chicken,Hähnchen,41996
bigger,größer,41873
grunting,Grunzen,41866
low,niedrig,41837
helping,Portion,41832
admit,eingestehen,41817
closed,geschlossen,41801
names,Namen,41772
witness,Zeuge,41753
upstairs,nach oben,41732
arm,Arm,41726
steal,stehlen,41720
jimmy,Jimmy,41706
kick,trete,41697
twice,zweimal,41693
cross,Kreuz,41692
ways,Wege,41675
sergeant,Sergeant,41650
indeed,tatsächlich,41591
gas,Gas,41535
keeping,Aufbewahrung,41371
energy,Energie,41290
pregnant,schwanger,41290
waste,Abfall,41240
helped,geholfen,41235
fired,gefeuert,41193
favorite,Lieblings,41153
tony,tony,41145
taste,Geschmack,41080
locked,gesperrt,41079
places,setzt,41041
writing,Schreiben,41035
adam,Adam,41028
brothers,Brüder,41025
starts,beginnt,41012
prince,Prinz,40914
form,bilden,40833
sold,verkauft,40796
silly,dumm,40758
mention,erwähnen,40753
build,bauen,40738
throat,Kehle,40719
hole,Loch,40658
figured,gemustert,40590
track,Spur,40578
ringing,Klingeln,40518
lock,sperren,40462
leg,Bein,40449
above,über,40388
hiding,Versteck,40387
steve,steve,40377
seemed,schien,40343
breakfast,Frühstück,40285
engine,Motor,40282
written,geschrieben,40246
complete,Komplett,40210
video,Video,40195
applause,Beifall,40194
however,jedoch,40098
pressure,Druck,40065
fresh,frisch,40049
weapon,Waffe,40033
sky,Himmel,39986
ms.,Frau.,39904
stole,Stahl,39897
study,Studie,39882
burn,brennen,39874
reading,lesen,39869
crowd,Menge,39856
treat,behandeln,39803
roll,rollen,39791
double,doppelt,39770
spirit,Geist,39556
danger,Achtung,39518
cost,Kosten,39485
empty,leer,39482
level,Niveau,39476
memory,Erinnerung,39331
itself,selbst,39330
acting,Schauspielkunst,39326
interest,Interesse,39252
nose,Nase,39194
plans,Pläne,39142
following,folgende,39136
bathroom,Badezimmer,39095
built,gebaut,39041
closer,näher,39022
ray,Strahl,38995
sarah,Sarah,38933
band,Band,38918
groans,stöhnt,38867
apparently,offenbar,38705
excited,aufgeregt,38640
richard,richard,38625
losing,Verlieren,38585
animals,Tiere,38518
flight,Flug,38504
nature,Natur,38496
raise,erziehen,38449
pop,Pop,38419
client,Klient,38407
bomb,Bombe,38395
neck,Hals,38371
suspect,vermuten,38365
warm,warm,38355
extra,extra,38335
bottle,Flasche,38229
